"community","city","district","address","latitude","longitude","latitude_gps","longitude_gps","type","total_area","total_units","year"
"紫沙路小区","武汉市","武昌","武昌-小东门-紫沙路","30.552566","114.328215","30.549108604821992","114.31621758617865","暂无数据","暂无数据","暂无数据","1998年"
"方海公寓","武汉市","武昌","武昌-武昌火车站-梅苑路28附9号","30.53827830405","114.33131220645","30.53476390863721","114.31931085156113","暂无数据","暂无数据","196户","2000年"
"云架桥小区","武汉市","武昌","武昌-司门口-云架桥49号-55号","30.552683123006","114.32120644912","30.54934090707822","114.30919295252752","暂无数据","暂无数据","暂无数据","1989年"
"二药宿舍大院","武汉市","武昌","武昌-武昌火车站-舒家街86号","30.54722766589","114.32857174583","30.54376416816461","114.31657052108491","暂无数据","暂无数据","暂无数据","1994年"
"黄鹤楼街大成社区","武汉市","武昌","武昌-阅马场首义-大成路1号","30.549081304238","114.30191048744","30.54585900649512","114.28989682694801","暂无数据","暂无数据","暂无数据","2000年"
"紫阳街解放路社区","武汉市","武昌","武昌-阅马场首义-解放路165号","30.538809723132","114.30299590999","30.535590588000197","114.29097062981155","暂无数据","暂无数据","暂无数据","1998年"
"彭刘杨路机电宿舍","武汉市","武昌","武昌-阅马场首义-后长街","30.546518","114.306297","30.543298881094156","114.29427313921138","暂无数据","暂无数据","暂无数据","1998年"
"东湖中学教师宿舍","武汉市","武昌","武昌-中北路-徐东大街","30.581042154528","114.37482729315","30.57704191826647","114.36289363990419","暂无数据","暂无数据","暂无数据","2001年"
"湖北省社会科学院西院宿舍区","武汉市","武昌","武昌-中北路-东湖路161号","30.569888","114.36702","30.56587072489343","114.35510401541207","暂无数据","暂无数据","暂无数据","1998年"
"湖北美术学院教工宿舍","武汉市","武昌","武昌-司门口-华中村70号","30.553702492904","114.3215859832","30.55035468911131","114.30957404830387","暂无数据","暂无数据","暂无数据","1995年"
"中国人民银行武汉分行宿舍","武汉市","武昌","武昌-中北路-黄鹂路46号","30.568896","114.368461","30.564878523838626","114.35654260679686","暂无数据","暂无数据","暂无数据","1993年"
"新宇佳苑(烈士街)","武汉市","武昌","武昌-阅马场首义-烈士街","30.543572","114.309339","30.54034433725582","114.29730952421421","暂无数据","暂无数据","暂无数据","2000年"
"25中二建宿舍","武汉市","武昌","武昌-小东门-紫沙路","30.551081540361","114.32892631599","30.547611231727313","114.31692957539845","暂无数据","暂无数据","暂无数据","1996年"
"起义街55社区","武汉市","武昌","武昌-武泰闸烽火-起义街55号","30.530108178873","114.31289071734","30.52686050308268","114.30084985441675","暂无数据","暂无数据","暂无数据","1990年"
"大东门社区","武汉市","武昌","武昌-武昌火车站-老车站路","30.540912","114.325835","30.53749751244871","114.31382081500645","暂无数据","暂无数据","暂无数据","暂无数据"
"三三七社区","武汉市","武昌","武昌-徐东-团结路","30.59505","114.344588","30.591261927980696","114.33264036340327","暂无数据","暂无数据","暂无数据","1990年"
"省幼师宿舍(紫阳东路)","武汉市","武昌","武昌-武昌火车站-紫阳东路","30.536931","114.328429","30.533470858479607","114.31641822482571","暂无数据","暂无数据","暂无数据","1995年"
"首义新天地","武汉市","武昌","武昌-阅马场首义-复兴路","30.537546","114.306195","30.53432766051277","114.29416328372652","暂无数据","暂无数据","暂无数据","2007年"
"水果湖农委宿舍","武汉市","武昌","武昌-水果湖-东湖路78号","30.556503","114.353667","30.55258474043844","114.34174220329469","公寓","暂无数据","暂无数据","暂无数据"
"松涛阁","武汉市","武昌","武昌-南湖花园-平安路","30.516259","114.326949","30.5128292182415","114.31492560010058","暂无数据","暂无数据","暂无数据","1990年"
"工行江南支行宿舍","武汉市","武昌","武昌-小东门-民主路721号","30.550839","114.335988","30.547231921901993","114.32401243710895","公寓","暂无数据","暂无数据","1996年"
"卧佛庵大院","武汉市","武昌","武昌-武泰闸烽火-保安街299号","30.530495485238","114.31199477527","30.527254223567493","114.29995407481138","暂无数据","暂无数据","暂无数据","1998年"
"武昌紫沙路53号(A、B栋)小区","武汉市","武昌","武昌-小东门-紫沙路53号","30.551989","114.328189","30.54853212829459","114.31619101409352","暂无数据","暂无数据","暂无数据","1998年"
"武昌紫沙路75号(甲、乙栋)","武汉市","武昌","武昌-小东门-紫沙路75号","30.552429","114.328212","30.548971671576002","114.31621445954956","暂无数据","暂无数据","暂无数据","1998年"
"武印二村","武汉市","武昌","武昌-积玉桥-积玉路","30.566973402522","114.31943428548","30.563653316865594","114.30742716507868","暂无数据","暂无数据","暂无数据","2000年"
"洪山路社区(洪山路)","武汉市","武昌","武昌-水果湖-洪山路4-1号","30.550794643864","114.3472240716","30.546974453104724","114.33528148570154","公寓","暂无数据","暂无数据","1993年"
"湖北省检察院宿舍","武汉市","武昌","武昌-阅马场首义-文明路123号","30.546264","114.302669","30.543043725673357","114.29065109544406","暂无数据","暂无数据","暂无数据","2002年"
"湖北省城市规划设计研究院宿舍","武汉市","武昌","武昌-武昌火车站-中南一路47号","30.545515","114.33456","30.54193662783911","114.32257508409577","暂无数据","暂无数据","暂无数据","1991年"
"湖北质量监督局宿舍","武汉市","武昌","武昌-水果湖-东湖路","30.556785494283","114.34839627046","30.552945086846226","114.33646152386937","暂无数据","暂无数据","暂无数据","1998年"
"兴华苑小区(体育街)","武汉市","武昌","武昌-阅马场首义-体育街特1号","30.542675","114.310521","30.539441624697762","114.29849014160847","暂无数据","暂无数据","暂无数据","2000年"
"徐家棚街秦臻路社区","武汉市","武昌","武昌-徐家棚-武车一村特1号","30.590857","114.335205","30.587253444993323","114.32323239609276","暂无数据","暂无数据","暂无数据","2001年"
"阳光小区(邓家湾)","武汉市","武昌","武昌-中南丁字桥-静安路12号","30.5327077138","114.33238307644","30.529173150536288","114.32038066146859","暂无数据","暂无数据","暂无数据","1990年"
"就业小区","武汉市","武昌","武昌-水果湖-东一路30号","30.549300021875","114.34909254707","30.54544901074269","114.33715301712758","暂无数据","暂无数据","暂无数据","2005年"
"电力宿舍(粮道街)","武汉市","武昌","武昌-司门口-棋盘街26号","30.552065322518","114.32106469651","30.548725187456657","114.30905041179493","暂无数据","暂无数据","暂无数据","暂无数据"
"履坦巷16号","武汉市","武昌","武昌-司门口-履坦巷16号","30.552712","114.314403","30.549449838115603","114.3023815421259","暂无数据","暂无数据","暂无数据","暂无数据"
"鸿玺公馆(商住楼)","武汉市","武昌","武昌-小东门-星海路特1号","30.556828876711","114.33266999522","30.55328669819443","114.32068908198943","暂无数据","暂无数据","暂无数据","2016年"
"首义大院","武汉市","武昌","武昌-阅马场首义-体育街","30.542787","114.31015","30.539555570928226","114.2981193872463","暂无数据","暂无数据","暂无数据","暂无数据"
"水果湖长城嘉苑","武汉市","武昌","武昌-水果湖-东湖路86号","30.556214","114.354367","30.552286890908412","114.34244297678723","暂无数据","暂无数据","暂无数据","2014年"
"水果湖建材设计院小区","武汉市","武昌","武昌-水果湖-东湖路17号","30.556535","114.349379","30.552678752102523","114.3374462807203","公寓","暂无数据","暂无数据","2000年"
"东亭花园玫瑰苑","武汉市","武昌","武昌-中北路-东亭路10号","30.576541","114.370301","30.57252341638038","114.35837985772984","暂无数据","暂无数据","暂无数据","暂无数据"
"九天公寓","武汉市","武昌","武昌-中北路-中北路129-7号","30.565255","114.350454","30.56138065623556","114.33852901670384","暂无数据","暂无数据","暂无数据","1998年"
"东亭花园丁香苑","武汉市","武昌","武昌-中北路-东亭路10号","30.576285","114.371352","30.572270271524204","114.35942860354707","暂无数据","暂无数据","暂无数据","暂无数据"
"小东门社区北区","武汉市","武昌","武昌-司门口-中山路380号","30.549477","114.322418","30.546117175582985","114.31040396528145","暂无数据","暂无数据","暂无数据","暂无数据"
"三角花园陈家河小区","武汉市","武昌","武昌-徐家棚-三角路","30.58922","114.341515","30.58549303331241","114.32956333814633","公寓","暂无数据","暂无数据","暂无数据"
"风华天城石榴铺","武汉市","武昌","武昌-南湖花园-平安路","30.512102","114.328035","30.50865415885996","114.31601525268654","暂无数据","暂无数据","暂无数据","暂无数据"
"风华天城同顺坊","武汉市","武昌","武昌-南湖花园-平安路","30.513017","114.328746","30.5095558534686","114.3167279631807","暂无数据","暂无数据","暂无数据","暂无数据"
"风华天城桃花林","武汉市","武昌","武昌-南湖花园-平安路","30.510898","114.327102","30.50746732002979","114.31508015268494","暂无数据","暂无数据","暂无数据","暂无数据"
"风华天城祥瑞坊","武汉市","武昌","武昌-南湖花园-平安路","30.515198","114.328701","30.511736960470763","114.31668242906122","暂无数据","暂无数据","暂无数据","暂无数据"
"民主路432号小区","武汉市","武昌","武昌-司门口-民主路432号","30.550444","114.315696","30.5471697009883","114.30367337102773","公寓","暂无数据","暂无数据","暂无数据"
"南湖新村(5-8栋)","武汉市","武昌","武昌-南湖花园-南湖路","30.51623","114.31641","30.512953031661446","114.30436727045361","公寓","暂无数据","暂无数据","暂无数据"
"鹏程帝景园","武汉市","武昌","武昌-徐家棚-和平大道284号","30.591719","114.337409","30.58807117319896","114.32544265769339","暂无数据","54580m²","434户","2003年"
"嘉景花园","武汉市","武昌","武昌-积玉桥-积玉路","30.566343615836","114.31917538036","30.563027034983666","114.30716763699589","暂无数据","9149m²","92户","2005年"
"胭脂山庄","武汉市","武昌","武昌-司门口-履坦巷18号","30.552728762024","114.31385813039","30.549471357456365","114.30183644641704","暂无数据","暂无数据","暂无数据","2005年"
"徐家棚综合楼","武汉市","武昌","武昌-徐家棚-和平大道852号","30.592923728165","114.33765810606","30.589270255443765","114.32569152766723","公寓","暂无数据","暂无数据","1996年"
"白鳍豚大厦","武汉市","武昌","武昌-武泰闸烽火-津水路6号","30.529853200751","114.31585883642","30.52657902226897","114.3038192806777","暂无数据","21333m²","250户","2004年"
"昙华林社区","武汉市","武昌","武昌-司门口-昙华林22号","30.558398","114.313731","30.555141042896345","114.30171376930686","暂无数据","12000m²","700户","1991年"
"十亩地小区","武汉市","武昌","武昌-中北路-东湖路143号","30.564715523197","114.36642678917","30.560700252394582","114.35450969999309","暂无数据","暂无数据","暂无数据","2005年"
"江厦新村社区","武汉市","武昌","武昌-中南丁字桥-石牌岭路","30.528946","114.346428","30.525141475014994","114.3344654486645","暂无数据","暂无数据","暂无数据","2005年"
"得胜桥小区","武汉市","武昌","武昌-司门口-得胜桥204号","30.559230351184","114.31257310435","30.55598238177345","114.30055618943112","暂无数据","10000m²","750户","2002年"
"银河苑公寓","武汉市","武昌","武昌-中南丁字桥-武珞路528号","30.537528915727","114.33828395551","30.533877212746198","114.32630366324803","暂无数据","暂无数据","暂无数据","2002年"
"银海公寓(付家坡一路)","武汉市","武昌","武昌-武昌火车站-付家坡路32号","30.538048363686","114.33662703099","30.53442949953003","114.32464195585521","暂无数据","143192m²","1174户","1992年"
"中南新村(付家坡一路)","武汉市","武昌","武昌-中南丁字桥-付家坡一路19号","30.538309641839","114.33787899938","30.53466589645412","114.32589808737809","暂无数据","暂无数据","1200户","1998年"
"武汉铁路徐东路住宅小区(宏祥路)","武汉市","武昌","武昌-徐东-徐东二路28号","30.590892","114.352703","30.586975088264634","114.34077740118876","暂无数据","暂无数据","暂无数据","1997年"
"江零社区","武汉市","武昌","武昌-武昌火车站-首义路","30.54086056578","114.31801485947","30.53756131179136","114.30598582185834","暂无数据","暂无数据","520户","2002年"
"梅苑3期","武汉市","武昌","武昌-武昌火车站-北安路2号","30.535363","114.328423","30.531903113268356","114.31641096853765","暂无数据","暂无数据","暂无数据","1998年"
"供电局宿舍(民主二路)","武汉市","武昌","武昌-小东门-民主二路55号","30.552021704689","114.33106975379","30.548510965429674","114.31908004521352","暂无数据","暂无数据","暂无数据","1990年"
"武昌人民法院宿舍","武汉市","武昌","武昌-积玉桥-公平路10号","30.562018688688","114.32043399621","30.55868616499235","114.30842606795746","暂无数据","10000m²","300户","2000年"
"武铁向阳小区","武汉市","武昌","武昌-中南丁字桥-涂家岭八村38号","30.528895","114.331131","30.525385131305114","114.31912245468618","暂无数据","暂无数据","暂无数据","1990年"
"康平苑小区","武汉市","武昌","武昌-积玉桥-湖滨街79号","30.569193935893","114.32029296225","30.565861798590443","114.30828789402506","暂无数据","暂无数据","暂无数据","1992年"
"梅苑人民银行宿舍","武汉市","武昌","武昌-武昌火车站-静安路","30.536058738374","114.32955224629","30.532577908816883","114.31754392961382","暂无数据","暂无数据","暂无数据","1996年"
"同昌花园","武汉市","武昌","武昌-积玉桥-前进路72号","30.566982313791","114.31863028858","30.563672495219134","114.30662203150946","暂无数据","暂无数据","暂无数据","1998年"
"省电建一公司宿舍","武汉市","武昌","武昌-徐东-才华街46号","30.601534","114.350822","30.59763748067994","114.33888282005864","暂无数据","暂无数据","31户","1999年"
"电车宿舍","武汉市","武昌","武昌-中北路-中北路","30.575697986357","114.35954379269","30.5717131593121","114.34763201364035","暂无数据","暂无数据","暂无数据","1993年"
"崇福山","武汉市","武昌","武昌-司门口-高家巷18号","30.555898638106","114.31210796176","30.55265440432686","114.30008855422187","暂无数据","暂无数据","暂无数据","1998年"
"中山桥社区(民主路)","武汉市","武昌","武昌-司门口-中山路380号","30.548647","114.322516","30.545285749088283","114.31050140732918","暂无数据","暂无数据","暂无数据","2000年"
"武汉生物研究所宿舍","武汉市","武昌","武昌-阅马场首义-临江大道7号","30.54469","114.298389","30.54145255881974","114.2863806145015","暂无数据","暂无数据","暂无数据","2000年"
"北坡山庄","武汉市","武昌","武昌-小东门-洪山侧路42号","30.545482205434","114.35923163422","30.541505228177133","114.34730247708394","暂无数据","暂无数据","暂无数据","1998年"
"茶港社区","武汉市","武昌","武昌-小东门-洪山侧路55号","30.546605","114.358789","30.542631731418275","114.34686068904031","暂无数据","暂无数据","暂无数据","1998年"
"三角路南社区","武汉市","武昌","武昌-徐家棚-三角路","30.579677186784","114.32820577616","30.57621363633797","114.31621838548016","暂无数据","暂无数据","暂无数据","暂无数据"
"世纪名苑B区","武汉市","武昌","武昌-南湖花园-雄楚大道98号","30.526785","114.330282","30.523291643697664","114.31826990017979","暂无数据","暂无数据","暂无数据","2004年"
"司门口民主巷小区","武汉市","武昌","武昌-司门口-民主路","30.55267394855","114.30461717177","30.549455381434257","114.29260134720904","暂无数据","暂无数据","暂无数据","1991年"
"四美苑综合楼","武汉市","武昌","武昌-徐东-四美塘路65号","30.605631721925","114.34713073766","30.601791850532095","114.33517881576515","公寓","暂无数据","暂无数据","2004年"
"歌笛湖社区","武汉市","武昌","武昌-阅马场首义-复兴路","30.538997126585","114.30675594736","30.535777779419906","114.29472474286125","暂无数据","暂无数据","暂无数据","1996年"
"洪山村干休所","武汉市","武昌","武昌-中南丁字桥-石牌岭路116号","30.529883","114.347544","30.52605916977963","114.33558477467162","暂无数据","暂无数据","暂无数据","1999年"
"小东门桃源小区","武汉市","武昌","武昌-司门口-忠孝门路","30.551165","114.322257","30.54780747391114","114.31024415791293","暂无数据","暂无数据","暂无数据","2001年"
"小洪山东区","武汉市","武昌","武昌-水果湖-八一路159号","30.541357","114.360639","30.537369438624236","114.34870640555883","暂无数据","暂无数据","暂无数据","1990年"
"洪山老干局宿舍","武汉市","武昌","武昌-水果湖-洪山侧路","30.546301","114.35769","30.542337890625205","114.34576075030331","暂无数据","暂无数据","暂无数据","1998年"
"汇文新都D区","武汉市","武昌","武昌-武泰闸烽火-新桥巷1号","30.529537","114.309399","30.526310413990938","114.29735853677472","暂无数据","暂无数据","暂无数据","2004年"
"江宏花园B区","武汉市","武昌","武昌-南湖花园-恒安路378号","30.52288","114.321691","30.519533961506582","114.3096563636135","暂无数据","暂无数据","暂无数据","1992年"
"中南路街民主路小龟山社区","武汉市","武昌","武昌-小东门-民主二路31附13号","30.553395384661","114.33078076891","30.549890043850976","114.31879138586035","暂无数据","暂无数据","暂无数据","暂无数据"
"中南电力设计院第二生活区南苑","武汉市","武昌","武昌-小东门-民主二路30号","30.55202","114.336543","30.548401794148774","114.32457023052115","暂无数据","暂无数据","暂无数据","1995年"
"莲溪寺社区佑泉苑小区","武汉市","武昌","武昌-中南丁字桥-武莲路","30.528968895766","114.33340930066","30.52541476305517","114.32140772004047","暂无数据","暂无数据","暂无数据","2003年"
"梅家山综合楼","武汉市","武昌","武昌-武泰闸烽火-梅隐寺55号","30.52797","114.315571","30.524699014332757","114.30353019992346","暂无数据","暂无数据","暂无数据","1998年"
"汇通天地","武汉市","武昌","武昌-徐东-和平大道1000号","30.558944","114.325189","30.55553890431363","114.31318882821813","暂无数据","暂无数据","暂无数据","暂无数据"
"佳馨花园2期","武汉市","武昌","武昌-徐东-友谊大道","30.592627","114.345238","30.58882859747997","114.33329431860484","暂无数据","暂无数据","暂无数据","暂无数据"
"徐家棚喻家湖社区医疗器械小区","武汉市","武昌","武昌-中北路-友谊大道","30.579325","114.331595","30.57579794472988","114.31961749083112","暂无数据","暂无数据","暂无数据","暂无数据"
"湖北省农业银行宿舍","武汉市","武昌","武昌-中北路-东湖路155号","30.567903","114.368124","30.563885704452947","114.35620584650097","公寓","暂无数据","暂无数据","1998年"
"风华天城流云湾","武汉市","武昌","武昌-南湖花园-平安路","30.510668","114.329837","30.5071874090831","114.31782277195173","暂无数据","暂无数据","暂无数据","暂无数据"
"三角花园刘家河A区","武汉市","武昌","武昌-徐家棚-刘家河A区","30.586411","114.33781","30.58275811650242","114.32584875967788","公寓","暂无数据","暂无数据","暂无数据"
"99号公寓","武汉市","武昌","武昌-武昌火车站-丁字桥路99号","30.531827","114.338506","30.528171489309155","114.32652213682765","公寓","暂无数据","暂无数据","2006年"
"余家头小区","武汉市","武昌","武昌-徐东-联盟路43号","30.616501","114.366998","30.61245843806418","114.35504971090486","公寓","16900m²","暂无数据","2001年"
"金沙城公寓","武汉市","武昌","武昌-小东门-紫沙路100号","30.553593","114.329065","30.55011990538775","114.31707082572886","暂无数据","暂无数据","暂无数据","1998年"
"太阳岛花园(民主二路)","武汉市","武昌","武昌-小东门-民主路22号","30.552542473836","114.33162832015","30.549020953103074","114.31964073511743","暂无数据","暂无数据","暂无数据","2001年"
"顶秀嘉园","武汉市","武昌","武昌-司门口-粮道街8-34号","30.553740900802","114.31058632206","30.55050634081169","114.29856540512719","暂无数据","17760m²","118户","2000年"
"南湖都市桃源","武汉市","武昌","武昌-南湖花园-建安街171号","30.511365","114.324852","30.507972795461963","114.31282440048561","暂无数据","88000m²","713户","2005年"
"天梨花园","武汉市","武昌","武昌-中北路-徐东大街90号","30.584584948461","114.36147245462","30.58058246457452","114.34955823740272","暂无数据","39529m²","暂无数据","2003年"
"南湖华锦春天故事","武汉市","武昌","武昌-南湖花园-富安街","30.507835","114.32461","30.50444816368373","114.31258331913111","暂无数据","91476m²","652户","2006年"
"三道街社区","武汉市","武昌","武昌-司门口-三道街18号","30.551806","114.312738","30.548557628746497","114.3007152209837","暂无数据","暂无数据","暂无数据","1994年"
"中央SOHO","武汉市","武昌","武昌-南湖花园-雅安街","30.517142","114.323665","30.51376720198585","114.31163367472962","暂无数据","25983m²","276户","2006年"
"武南一村","武汉市","武昌","武昌-武昌火车站-南安街","30.531001","114.324226","30.527614319476836","114.31220031481448","暂无数据","暂无数据","520户","1998年"
"解放桥小区","武汉市","武昌","武昌-武泰闸烽火-武庆堤46号","30.530152063045","114.30214611298","30.526932015025814","114.29011626850274","暂无数据","暂无数据","暂无数据","1998年"
"武昌园林局宿舍","武汉市","武昌","武昌-阅马场首义-首义路","30.536211537474","114.31478848744","30.53294708538505","114.30275260323907","暂无数据","暂无数据","暂无数据","1998年"
"梅苑小区2期","武汉市","武昌","武昌-中南丁字桥-紫阳东路81号","30.535361","114.331296","30.531847175062055","114.31929224131106","暂无数据","暂无数据","120户","2009年"
"涵三宫小区","武汉市","武昌","武昌-司门口-粮道街","30.554637184408","114.31930329907","30.551320798217766","114.3072883337858","暂无数据","暂无数据","暂无数据","1998年"
"积玉小区","武汉市","武昌","武昌-积玉桥-积玉路","30.563947","114.317362","30.560653013358174","114.3053508561997","暂无数据","暂无数据","暂无数据","2002年"
"新华香樟园","武汉市","武昌","武昌-中北路-东湖路158号","30.578734","114.377362","30.574753465258645","114.36542081745387","暂无数据","暂无数据","暂无数据","2011年"
"小东门二航设计院宿舍","武汉市","武昌","武昌-小东门-民主路555号","30.548987","114.329022","30.545515084361448","114.31702364456187","暂无数据","暂无数据","暂无数据","1998年"
"彭刘杨社区","武汉市","武昌","武昌-阅马场首义-彭刘杨路","30.548612","114.303565","30.545393020827078","114.2915474497858","公寓","暂无数据","暂无数据","1993年"
"中南一路燃料公司宿舍","武汉市","武昌","武昌-小东门-中南一路","30.547555","114.333205","30.54400318690619","114.32121774970916","普通住宅","暂无数据","暂无数据","2000年"
"波光园2期","武汉市","武昌","武昌-中南丁字桥-静安路","30.53632103285","114.3307863384","30.532816872421932","114.31878181766214","暂无数据","暂无数据","暂无数据","2004年"
"才华茗苑二期","武汉市","武昌","武昌-徐东-和平大道1028号","30.601768","114.34906","30.597898662181116","114.33711685037918","公寓","暂无数据","暂无数据","2007年"
"首义师苑","武汉市","武昌","武昌-阅马场首义-复兴路152号","30.544228568175","114.30756397317","30.541007038512944","114.29553654053605","暂无数据","暂无数据","暂无数据","2001年"
"东湖银苑小区","武汉市","武昌","武昌-中南丁字桥-东湖路137号","30.564323","114.365412","30.560309918499847","114.35349582162311","暂无数据","暂无数据","暂无数据","2001年"
"四美塘社区省电建一公司宿舍东区","武汉市","武昌","武昌-徐东-才华街44号","30.601503850457","114.3507865716","30.59760788103635","114.33884735371413","暂无数据","暂无数据","暂无数据","1991年"
"武汉金专职工宿舍","武汉市","武昌","武昌-司门口-粮道街112-118号","30.55327","114.313536","30.550015235515353","114.30151466577635","暂无数据","暂无数据","暂无数据","2005年"
"武珞路社区","武汉市","武昌","武昌-武昌火车站-中南一路25号","30.54455537803","114.33711552953","30.5409263396985","114.32513777506887","暂无数据","暂无数据","暂无数据","2000年"
"户部巷社区","武汉市","武昌","武昌-司门口-中华路","30.554824867998","114.30545097895","30.551605924614613","114.29343563722539","暂无数据","暂无数据","暂无数据","1990年"
"汇文新都B区","武汉市","武昌","武昌-武泰闸烽火-巡司河街17号","30.531065","114.308148","30.52784294152448","114.29610937656768","暂无数据","暂无数据","暂无数据","2004年"
"阳光花园(南湖路)","武汉市","武昌","武昌-南湖花园-雅安街1号","30.51721","114.317022","30.513926045320307","114.30497981531187","暂无数据","暂无数据","暂无数据","2004年"
"杨园建设东区","武汉市","武昌","武昌-徐东-和平大道","30.610386","114.351799","30.606469348239177","114.33985206103083","暂无数据","暂无数据","暂无数据","1992年"
"友谊国际沙湖苑","武汉市","武昌","武昌-积玉桥-沙湖苑路18号","30.562552","114.319161","30.559236366911662","114.30715139840582","暂无数据","暂无数据","暂无数据","2007年"
"长春小区(舒家街)","武汉市","武昌","武昌-武昌火车站-舒家街78号","30.54724","114.327318","30.543799170195832","114.31531338757773","暂无数据","暂无数据","暂无数据","1998年"
"长虹桥小区","武汉市","武昌","武昌-南湖花园-南湖路","30.521155","114.315958","30.517881442493163","114.30391513909669","暂无数据","暂无数据","暂无数据","2000年"
"中南建筑设计院科研设计中心","武汉市","武昌","武昌-小东门-中南二路2号","30.546888","114.340887","30.543184559581498","114.3289231308998","暂无数据","暂无数据","暂无数据","1996年"
"紫菘中南特区","武汉市","武昌","武昌-中南丁字桥-丁字桥路19号","30.535601","114.341155","30.531893210885237","114.32918202579225","公寓","暂无数据","暂无数据","2016年"
"梅花苑社区","武汉市","武昌","武昌-武泰闸烽火-武庆堤44号","30.529740514726","114.29966589146","30.526511357345708","114.28764196836393","公寓","暂无数据","暂无数据","1996年"
"水果湖发改委宿舍","武汉市","武昌","武昌-水果湖-东一路19号","30.547619","114.348973","30.54377002977816","114.33703166205099","暂无数据","暂无数据","暂无数据","2000年"
"明伦公馆","武汉市","武昌","武昌-武泰闸烽火-明仑正街","30.527842","114.314787","30.52457859791318","114.30274561820504","暂无数据","暂无数据","暂无数据","1995年"
"水果湖广场","武汉市","武昌","武昌-水果湖-东湖路10号","30.554499","114.350829","30.55062062413944","114.33889766732945","公寓","暂无数据","暂无数据","2004年"
"大东门四村","武汉市","武昌","武昌-武昌火车站-中山路","30.544261","114.325412","30.540853476550666","114.31339980945938","暂无数据","暂无数据","暂无数据","暂无数据"
"阜华领秀中南","武汉市","武昌","武昌-武昌火车站-中南路3号","30.54142","114.33753","30.537782944151445","114.3255506987506","暂无数据","暂无数据","暂无数据","2006年"
"百瑞景中央生活区3期(别墅)","武汉市","武昌","武昌-中南丁字桥-宝通寺路35号","30.530846","114.34257","30.52711165057236","114.33059789358508","暂无数据","暂无数据","暂无数据","2013年"
"奥山创意街区","武汉市","武昌","武昌-武昌火车站-武珞路六巷","30.547297","114.336326","30.543683466915077","114.32434828418003","暂无数据","暂无数据","暂无数据","暂无数据"
"东亭花园恒达苑","武汉市","武昌","武昌-中北路-东亭路10号","30.577144","114.371642","30.573129893986636","114.35971782743685","暂无数据","暂无数据","暂无数据","暂无数据"
"三角花园余家湖上段小区","武汉市","武昌","武昌-徐家棚-友谊大道","30.586833","114.336938","30.583197209865546","114.32497374602988","暂无数据","暂无数据","暂无数据","暂无数据"
"百瑞景中央生活区六期","武汉市","武昌","武昌-中南丁字桥-宝通寺路","30.529509","114.341202","30.525801024494786","114.32922502086386","公寓","暂无数据","暂无数据","2017年"
"绿地国际金融城(商住楼)","武汉市","武昌","武昌-徐家棚-和平大道840号","30.58835","114.331325","30.58482382476587","114.31934228709125","公寓","暂无数据","暂无数据","2018年"
"黄鹤世家","武汉市","武昌","武昌-阅马场首义-大成路29号","30.549682096211","114.3029859388","30.546462183064417","114.2909705035177","暂无数据","30000m²","暂无数据","2004年"
"泰昌公寓","武汉市","武昌","武昌-司门口-解放路466号","30.55679","114.307945","30.553566348420375","114.29592819515724","暂无数据","30000m²","暂无数据","2003年"
"宝安阳光花园香樟里","武汉市","武昌","武昌-南湖花园-恒安路","30.517325","114.317098","30.514040159116327","114.30505589181686","暂无数据","61300m²","204户","2005年"
"同成富苑","武汉市","武昌","武昌-中北路-中北路131号","30.561941335298","114.34835279248","30.558100902955854","114.33642147721413","公寓","暂无数据","暂无数据","2002年"
"江宏新村小区","武汉市","武昌","武昌-南湖花园-雄楚大道","30.525428","114.319405","30.52211316797638","114.30736735565681","暂无数据","暂无数据","暂无数据","1992年"
"锦坤公寓楼","武汉市","武昌","武昌-积玉桥-临江大道88附17号","30.567855","114.312792","30.564603754569227","114.30077958791995","暂无数据","暂无数据","252户","2005年"
"武庆花园","武汉市","武昌","武昌-武泰闸烽火-武庆堤45号","30.529462","114.300917","30.526238217242092","114.28888964693174","暂无数据","暂无数据","暂无数据","2000年"
"鹏凌苑","武汉市","武昌","武昌-徐东-红盛路43号","30.596787","114.34647","30.59296425771229","114.3345257359348","暂无数据","暂无数据","暂无数据","1998年"
"畔山庭院","武汉市","武昌","武昌-中南丁字桥-街道口23号","30.536526","114.352853","30.532620118067438","114.34090935702939","暂无数据","暂无数据","暂无数据","2000年"
"千家街社区","武汉市","武昌","武昌-武昌火车站-中山路426号","30.54223627146","114.32365091807","30.538857791438804","114.31163282793528","暂无数据","暂无数据","暂无数据","2000年"
"小东门安装宿舍","武汉市","武昌","武昌-小东门-民主二路","30.552358517783","114.33125300811","30.54884423573578","114.31926413870292","暂无数据","暂无数据","暂无数据","1990年"
"下新河小区","武汉市","武昌","武昌-积玉桥-下新河后街","30.578035","114.322137","30.57467349941631","114.31013557062863","暂无数据","暂无数据","暂无数据","2000年"
"三角路社区","武汉市","武昌","武昌-徐家棚-和平大道","30.582559","114.326259","30.579128775532645","114.31426544767749","暂无数据","暂无数据","暂无数据","2001年"
"地质医院宿舍","武汉市","武昌","武昌-东湖风景区-八一路463号","30.535896757764","114.37769387586","30.531926226265373","114.36572631832429","公寓","暂无数据","暂无数据","1994年"
