address,area,city,community_name,listing_title,municipal_district,price,province,rooms,url
平沙路21号、22号,—106~164平米,邕宁,,"
					
					万科公望
						",邕宁,"
							,11000,元/㎡起(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910196014.htm
滕福街1号,—89~128平米,邕宁,,"
					
					招商新城臻樾府
						",邕宁,"
							,9000,元/㎡(单价),
							
						",,三居/五居以上,https:http://yongning.newhouse.fang.com/loupan/2918196822.htm
龙华路68号,—92~139平米,邕宁,,"
					
					龙庭水岸
						",邕宁,"
							,7500,元/㎡(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910935324.htm
利福路19号(万达茂旁),—98~135平米,邕宁,,"
					
					龙光玖珑湾
						",邕宁,"
							,8000,元/㎡(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910195916.htm
八尺江路398号(五象大道延长线龙蒲...,—78~105平米,邕宁,,"
					
					滨江锦湾
						",邕宁,"
							,6500,元/㎡起(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910196052.htm
马岭路28号,—78~110平米,邕宁,,"
					
					熙岸世家
						",邕宁,"
							,10000,元/㎡(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2918196272.htm
新德路8号,—79~117平米,邕宁,,"
					
					大唐盛世旭辉府
						",邕宁,"
							,8500,元/㎡(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910196022.htm
龙华路81号,—91~138平米,邕宁,,"
					
					彰泰江景湾
						",邕宁,"
							,11000,元/㎡(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910195958.htm
和合路6号,—76~115平米,邕宁,,"
					
					天隆江湾学府
						",邕宁,"
							,8500,元/㎡(单价),
							
						",,二居/三居,https:http://yongning.newhouse.fang.com/loupan/2910195978.htm
五联街6号,—95~125平米,邕宁,,"
					
					银河江湾明珠
						",邕宁,"
							,8100,元/㎡起(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910196064.htm
和合路2号,—78~107平米,邕宁,,"
					
					盛世春江
						",邕宁,"
							,8800,元/㎡(单价),
							
						",,三居/四居,https:http://yongning.newhouse.fang.com/loupan/2910196132.htm
长寿大道与南御道路交会处(崔庄转盘)...,—128~144平米,夏邑,,"
					
					建业滨河上院
						",夏邑县,"
						,价格待定,
					",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2523199701.htm
县府路东环路北300米路西,—96~135平米,夏邑,,"
					
					国安·天悦城
						",城关镇,"
							,5500,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127807.htm
中和街东段南侧(清华实验学校西侧),,夏邑,,"
					
					正强·懿品学府
						",城关镇,"
							,6100,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127793.htm
夏邑县府路与西环路交叉口向南100米...,,夏邑,,"
					
					夏邑建业城
						",城关镇,"
							,6000,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127809.htm
中和街与东环路交汇处,,夏邑,,"
					
					康桥明月湾
						",夏邑县,"
						,价格待定,
					",,,https:http://xiayi.newhouse.fang.com/loupan/2523200235.htm
城南振兴路东段(高速路出口东侧),—102~126平米,夏邑,,"
					
					赛琪·体育公园
						",城关镇,"
							,4500,元/㎡(单价),
							
						",,三居,https:http://xiayi.newhouse.fang.com/loupan/2551127777.htm
创业北路东侧,—120~143平米,夏邑,,"
					
					力达·福璟嘉园
						",城关镇,"
							,5500,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127779.htm
和谐大道与北御道交汇处,—142~151平米,夏邑,,"
					
					万景·天筑
						",城关镇,"
							,6200,元/㎡(单价),
							
						",,四居,https:http://xiayi.newhouse.fang.com/loupan/2551127795.htm
"县府路西段以北,步行街南,汇文路以西...",,夏邑,,"
					
					亿洲山水城·湖畔兰亭
						",城关镇,"
							,6200,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127805.htm
县府东路与栗城南路交汇处南500米(...,—137~231平米,夏邑,,"
					
					金地书馨苑
						",城关镇,"
							,5300,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127799.htm
和谐大道与南御道路交叉口(孔雀园往南...,—112~170平米,夏邑,,"
					
					绿城·蘭园
						",城关镇,"
							,7000,元/㎡(单价),
							
						",,三居/四居/五居,https:http://xiayi.newhouse.fang.com/loupan/2551127785.htm
夏邑县和谐大道南段路西(中州国际饭店...,,夏邑,,"
					
					臻茂府
						",城关镇,"
							,5500,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127811.htm
"县府路以北,步行街南,汇文路以西,栗...",,夏邑,,"
					
					亿洲山水城·湖畔兰庭
						",城关镇,"
							,6300,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127803.htm
夏邑县长寿大道与腾飞大道交会处西20...,—116~170平米,夏邑,,"
					
					九棠府
						",城关镇,"
							,4500,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127783.htm
华夏大道与孔祖大道交汇处东南中国邮政...,,夏邑,,"
					
					珺和府
						",夏邑县,"
						,价格待定,
					",,,https:http://xiayi.newhouse.fang.com/loupan/2523200187.htm
县府路与栗城南路交叉口,,夏邑,,"
					
					天龙湖·中央公园
						",夏邑县,"
						,价格待定,
					",,,https:http://xiayi.newhouse.fang.com/loupan/2523200221.htm
和谐大道与北御道交叉口,,夏邑,,"
					
					绿城·和园
						",城关镇,"
							,7000,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127789.htm
县府路东段,—117~154平米,夏邑,,"
					
					绿地·诚园
						",城关镇,"
							,6300,元/㎡起(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127791.htm
华夏大道中段路南,—115~142平米,夏邑,,"
					
					明珠·花语城
						",城关镇,"
							,5600,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127781.htm
夏邑县长寿大道与工业路交汇处,,夏邑,,"
					
					亿洲·山水御府
						",夏邑县,"
						,价格待定,
					",,,https:http://xiayi.newhouse.fang.com/loupan/2523200181.htm
[大冶市],,大冶,,"
					
					得福城
						",,,,,https:http://daye.newhouse.fang.com/loupan/2637123582.htm
新疆伊宁市北京北路366号,,伊犁,,"
					
					圣芭芭拉
						",伊宁市,"
							,5500,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019145020.htm
四海大道与红旗路交汇东北侧,,余姚,,"
					
					星澜府
						",泗门镇,"
							,8500,元/㎡(单价),
							
						",,,https:http://yuyao.newhouse.fang.com/loupan/2029118566.htm
北京西路与托里街交汇处,,伊犁,,"
					
					新房悦府
						",奎屯市,"
						,价格待定,
					",,,https:http://yili.newhouse.fang.com/loupan/4018183770.htm
"伊宁市山东路以南,新一路以东",,伊犁,,"
					
					德晖西城盛景
						",伊宁市,"
						,价格待定,
					",,,https:http://yili.newhouse.fang.com/loupan/4018183798.htm
伊宁市开发区河北路与深圳路,,伊犁,,"
					
					至祥·水木花都
						",察布查尔县,"
							,5200,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019175800.htm
开发区山东路与重庆路交汇处(汉宾公园...,,伊犁,,"
					
					伊犁润丰·名家公馆
						",伊宁县,"
							,4100,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019134552.htm
开发区上海路与四川路交汇处(苹果二期...,—89~118平米,伊犁,,"
					
					公园大地
						",伊宁市,"
							,4500,元/㎡(单价),
							
						",,二居/三居,https:http://yili.newhouse.fang.com/loupan/4019128392.htm
伊宁边境经济合作区深圳路(汉滨公园东...,,伊犁,,"
					
					熙春郡
						",伊宁市,"
							,4200,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019130884.htm
伊宁市解放路五巷,—86~137平米,伊犁,,"
					
					昊丰大厦二期
						",伊宁市,"
							,4400,元/㎡(单价),
							
						",,一居/三居,https:http://yili.newhouse.fang.com/loupan/4019177044.htm
伊宁市经济合作区重庆路与安徽路交汇处,—97~118平米,伊犁,,"
					
					聚龙公馆
						",察布查尔县,"
							,3300,元/㎡(单价),
							
						",,二居/三居,https:http://yili.newhouse.fang.com/loupan/4019177280.htm
奎屯市迎宾大道东湖公园正东侧,,伊犁,,"
					
					上东湖
						",奎屯市,"
						,价格待定,
					",,,https:http://yili.newhouse.fang.com/loupan/4018183810.htm
奎屯市喀什东路59号,,伊犁,,"
					
					浙新兰亭府
						",奎屯市,"
						,价格待定,
					",,,https:http://yili.newhouse.fang.com/loupan/4018183826.htm
解放西路243号,,伊犁,,"
					
					仁和九城广场
						",伊宁市,"
						,价格待定,
					",,,https:http://yili.newhouse.fang.com/loupan/4018183840.htm
新疆伊宁市新月湾建材广场南侧,—95~124平米,伊犁,,"
					
					瑞泽·阳光花苑
						",察布查尔县,"
							,2988,元/㎡(单价),
							
						",,二居/三居,https:http://yili.newhouse.fang.com/loupan/4019176310.htm
河北路与青海路交会处(二十二中对面),—85~106平米,伊犁,,"
					
					新天地·大公馆
						",伊宁市,"
							,3930,元/㎡(单价),
							
						",,二居/三居,https:http://yili.newhouse.fang.com/loupan/4019135528.htm
"东城区湿地公园以东,花果山路二巷以南",,伊犁,,"
					
					水雲间
						",伊宁市,"
						,价格待定,
					",,,https:http://yili.newhouse.fang.com/loupan/4018183820.htm
"伊宁市218国道与220省道交汇处,...",,伊犁,,"
					
					恒富·书香苑一期
						",察布查尔县,"
							,3600,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019177406.htm
新建北路和北环西路交叉口,—115~165平米,余姚,,"
					
					众安·银泰城
						",阳明街,"
							,11000,元/㎡(单价),
							
						",,三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2030277842.htm
余姚市低塘街道历石路99号,—116~190平米,余姚,,"
					
					阳光城翡丽湾
						",低塘街,"
							,8500,元/㎡(单价),
							
						",,三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2029118476.htm
余姚市新建北路与舜科路交汇处(原余姚...,,余姚,,"
					
					中国慧聪家电城
						",阳明街,"
							,8000,元/㎡(单价),
							
						",,,https:http://yuyao.newhouse.fang.com/loupan/2030255462.htm
新建北路与舜宇路交汇处东北角,—89~117平米,余姚,,"
					
					弘元中梁湖畔云庭
						",凤山街,"
							,9000,元/㎡(单价),
							
						",,三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2029118570.htm
智能光电小镇肖朗公路与通环路交汇处舜...,,余姚,,"
					
					耀悦云庭
						",马渚,"
						,价格待定,
					",,,https:http://yuyao.newhouse.fang.com/loupan/2029118592.htm
浙江省宁波市慈溪市杭州湾大道与滨海五...,—75~125平米,余姚,,"
					
					杭州湾卓越蔚蓝海岸
						",杭州湾新区,"
							,10500,元/㎡(单价),
							
						",,二居/三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2029118496.htm
杭州湾新区杭州湾大道和滨海六路交叉口...,—67~129平米,余姚,,"
					
					碧桂园海上传奇
						",杭州湾新区,"
							,12000,元/㎡(单价),
							
						",,二居/三居,https:http://yuyao.newhouse.fang.com/loupan/2029118492.htm
余姚市马渚镇菁江渡村余马公路北侧,—88~162平米,余姚,,"
					
					西溪水岸
						",马渚镇,"
							,8000,元/㎡(单价),
							
						",,二居/三居,https:http://yuyao.newhouse.fang.com/loupan/2030192918.htm
姚北新城朗霞街道,—89~125平米,余姚,,"
					
					宝龙余姚珑润广场
						",朗霞街,"
							,8800,元/㎡(单价),
							
						",,三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2029118514.htm
临山镇南塘路(临山镇政府东侧150米...,—88~111平米,余姚,,"
					
					绿地铂澜府
						",临山镇,"
							,7500,元/㎡(单价),
							
						",,三居,https:http://yuyao.newhouse.fang.com/loupan/2029118530.htm
世南东路与中山中路交叉口向东100米,—97~143平米,余姚,,"
					
					华宇旭辉锦山府
						",梨洲街,"
							,13000,元/㎡(单价),
							
						",,三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2029118456.htm
宁波市余姚市汝湖路,—110~180平米,余姚,,"
					
					碧桂园观邸
						",凤山街,"
							,9500,元/㎡(单价),
							
						",,三居/四居/五居,https:http://yuyao.newhouse.fang.com/loupan/2029118498.htm
"张冯路,近东庄路",—136平米,余姚,,"
					
					金鼎豪庭.
						",兰江街,"
							,8000,元/㎡(单价),
							
						",,四居,https:http://yuyao.newhouse.fang.com/loupan/2029118534.htm
新建北路与舜汇路交汇处众安广场向北5...,,余姚,,"
					
					观云锦庭
						",余姚城区,"
						,价格待定,
					",,,https:http://yuyao.newhouse.fang.com/loupan/2029118588.htm
四明东路与城东路交汇处,,余姚,,"
					
					北辰·香麓湾
						",余姚城区,"
						,价格待定,
					",,,https:http://yuyao.newhouse.fang.com/loupan/2029118590.htm
余姚市泗门镇洪明路86号,—85~124平米,余姚,,"
					
					钟山香榭湾
						",泗门镇,"
							,8000,元/㎡(单价),
							
						",,一居/二居/三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2030190490.htm
姚北大道与光明北路交叉口,—93~125平米,余姚,,"
					
					海伦堡·宽塘雅院
						",泗门镇,"
						,价格待定,
					",,三居/四居,https:http://yuyao.newhouse.fang.com/loupan/2029118506.htm
西环路线延伸段与新疆路交接处,—56~112平米,伊犁,,"
					
					凯旋城
						",伊宁市,"
							,3700,元/㎡(单价),
							
						",,一居/二居/三居,https:http://yili.newhouse.fang.com/loupan/4019145214.htm
开发区重庆路与河北路交汇处,,伊犁,,"
					
					森怡·翡翠城
						",伊宁市,"
							,4200,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019128574.htm
伊宁市边境经济合作区东临西环北路、北...,,伊犁,,"
					
					营建·梧桐丽景
						",伊宁市,"
							,3875,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019128716.htm
伊宁市巴彦岱镇,,伊犁,,"
					
					惠宁城
						",伊宁市,"
							,2580,元/㎡(单价),
							
						",,,https:http://yili.newhouse.fang.com/loupan/4019130128.htm
泗门光明北路与329国道交汇处,,余姚,,"
					
					恒威·悦宾湾
						",泗门,"
						,价格待定,
					",,,https:http://yuyao.newhouse.fang.com/loupan/2029118594.htm
"古乍线南侧,梨洲路东侧",—128~138平米,余姚,,"
					
					和雍锦府
						",兰江街,"
							,9600,元/㎡(单价),
							
						",,四居,https:http://yuyao.newhouse.fang.com/loupan/2029118526.htm
[undefined]城西新城江苏省徐州市新沂市s323(大桥西路),—102~134平米,新沂,,"
					
					新沂吾悦广场
						",城西新城,"
							,7300,元/㎡(单价),
							
						",,三居,https:http://xinyi.newhouse.fang.com/loupan/1833123280.htm
新沂钟吾路与人民路交叉口,—87~172平米,新沂,,"
					
					蓝城玉园
						",城南新城,"
							,8800,元/㎡(单价),
							
						",,二居/三居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123410.htm
临沭路100号(沭河之星广场正对面,,新沂,,"
					
					河滨天境
						",主城区,"
							,9000,元/㎡(单价),
							
						",,,https:http://xinyi.newhouse.fang.com/loupan/1833123402.htm
[三环以外]新沂轻工路与北京路交会处,—91~126平米,新沂,,"
					
					新沂观澜府
						",新沂,"
							,8800,元/㎡(单价),
							
						",,三居,https:http://xinyi.newhouse.fang.com/loupan/1811200456.htm
新沂r26;建邺路与城关路交汇处r2...,—105~152平米,新沂,,"
					
					星河湾
						",主城区,"
							,7800,元/㎡(单价),
							
						",,二居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123296.htm
钟吾南路202号,,新沂,,"
					
					钟吾壹号
						",城南新城,"
							,7800,元/㎡(单价),
							
						",,,https:http://xinyi.newhouse.fang.com/loupan/1834190184.htm
新沂市轻工路与五华路交接处西南角,—102~137平米,新沂,,"
					
					绿地新沂城际空间站
						",城南新城,"
							,7500,元/㎡(单价),
							
						",,三居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123286.htm
新城区(物流中心向西1.8公里),—52平米,新沂,,"
					
					香缇美墅
						",城南新城,"
							,6200,元/㎡(单价),
							
						",,一居,https:http://xinyi.newhouse.fang.com/loupan/1834199814.htm
新沂市新安镇新北路105号,—102~143平米,新沂,,"
					
					新沂金麟府
						",城北新城,"
							,6500,元/㎡(单价),
							
						",,三居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123288.htm
新沂市人民路与临沭路交汇处(城投大厦...,,新沂,,"
					
					碧桂园大都会
						",城南新城,"
							,9980,元/㎡(单价),
							
						",,,https:http://xinyi.newhouse.fang.com/loupan/1833123390.htm
钟吾路116号,,新沂,,"
					
					时代锦宸
						",新沂市,"
						,价格待定,
					",,,https:http://xinyi.newhouse.fang.com/loupan/1833123426.htm
[undefined]城南新城钟吾南路与马陵山路交汇处,—100~140平米,新沂,,"
					
					新沂碧桂园
						",城南新城,"
							,9050,元/㎡(单价),
							
						",,三居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123282.htm
钟吾路新戴河南侧(莱茵名菌)北侧,—94~117平米,新沂,,"
					
					巴塞罗那
						",城南新城,"
							,7700,元/㎡(单价),
							
						",,二居/三居,https:http://xinyi.newhouse.fang.com/loupan/1834199772.htm
新安街道新安路128号,,新沂,,"
					
					弘元天樾雅苑
						",新沂,"
						,价格待定,
					",,,https:http://xinyi.newhouse.fang.com/loupan/1811201480.htm
黄沭路和市府东路交汇处往南300米,,新沂,,"
					
					万城花开
						",沭东新城,"
							,6900,元/㎡(单价),
							
						",,,https:http://xinyi.newhouse.fang.com/loupan/1833123406.htm
新安路128号嘉瑞家园天悦幼儿园对面,,新沂,,"
					
					弘元大诚·天樾
						",新沂市,"
						,价格待定,
					",,,https:http://xinyi.newhouse.fang.com/loupan/1833123422.htm
新安街道青年路28号,,新沂,,"
					
					宸望华府
						",新沂,"
						,价格待定,
					",,,https:http://xinyi.newhouse.fang.com/loupan/1811203498.htm
新沂市北沟街道天目山路与新东路交汇处...,—115~129平米,新沂,,"
					
					明发桃源名著
						",沭东新城,"
							,7680,元/㎡(单价),
							
						",,三居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123292.htm
新沂市郯新路218号,—107~268平米,新沂,,"
					
					珑珺紫园
						",城北新城,"
							,8500,元/㎡(单价),
							
						",,三居/四居,https:http://xinyi.newhouse.fang.com/loupan/1833123290.htm
新沂市新安街道新安路与轻工路交汇处,,新沂,,"
					
					恒盛新城
						",主城区,"
							,7000,元/㎡(单价),
							
						",,,https:http://xinyi.newhouse.fang.com/loupan/1833123284.htm
跨106线立交桥北500米路东,—68~117平米,霸州,,"
					
					荣盛阿尔卡迪亚霸州温泉城
						",霸州,"
							,7000,元/㎡(单价),
							
						",,二居/三居/五居,https:http://hbbz.newhouse.fang.com/loupan/1319796953.htm
"市政府向南约3公里,106国道与工业...",—75~95平米,霸州,,"
					
					万科·时代之光
						",霸州,"
							,9300,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319200119.htm
裕华西道与泰安路交口(开发区小学对面...,—100~240平米,霸州,,"
					
					当代悦城MOMΛ
						",霸州,"
							,10500,元/㎡(单价),
							
						",,三居/四居,https:http://hbbz.newhouse.fang.com/loupan/1319201263.htm
"[六环以外]霸州北临黄河道,东临泰山路,西接大广高速口,东连霸州市区",—77~300平米,霸州,,"
					
					温泉新都孔雀城
						",霸州,"
							,8500,元/㎡(单价),
							
						",,一居/二居/三居/四居/五居,https:http://hbbz.newhouse.fang.com/loupan/1319800831.htm
胜芳镇芳济道霸州市第二医院西侧,—79~154平米,霸州,,"
					
					君悦华府
						",霸州,"
							,7200,元/㎡(单价),
							
						",,二居/三居/四居,https:http://hbbz.newhouse.fang.com/loupan/1319200349.htm
延昭路霸州三小西侧,—103~128平米,霸州,,"
					
					绿宸·迎宾华府
						",霸州,"
							,9500,元/㎡(单价),
							
						",,二居/三居/四居,https:http://hbbz.newhouse.fang.com/loupan/1319201055.htm
富民道与燕山路交口,—86~136平米,霸州,,"
					
					霸州阳光郡
						",霸州,"
							,8000,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319201017.htm
经济技术开发区中华戏曲大观园南侧,—123~210平米,霸州,,"
					
					蓝城·雲庐
						",霸州,"
							,12000,元/㎡(单价),
							
						",,三居/四居/五居,https:http://hbbz.newhouse.fang.com/loupan/1319200269.htm
迎宾东道三小东侧,—112~143平米,霸州,,"
					
					凯城·上东区
						",霸州,"
							,10600,元/㎡(单价),
							
						",,二居/三居/四居,https:http://hbbz.newhouse.fang.com/loupan/1319198419.htm
胜芳镇新城华府南侧,—115~162平米,霸州,,"
					
					胜芳紫金华府
						",霸州,"
							,7000,元/㎡(单价),
							
						",,三居,https:http://hbbz.newhouse.fang.com/loupan/1319200309.htm
112国道与兴华路交口向东300米路...,—81~122平米,霸州,,"
					
					衡际城锦绣荣府
						",霸州,"
							,7500,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319200405.htm
[六环以外]霸州霸州市府北侧,—125~185平米,霸州,,"
					
					樾府
						",霸州,"
							,12500,元/㎡(单价),
							
						",,三居/四居,https:http://hbbz.newhouse.fang.com/loupan/1319200365.htm
开发区泰山路与长江道交口,—86~131平米,霸州,,"
					
					塞纳郦都
						",霸州,"
							,8500,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319200263.htm
益津中路与金康东道交汇路口往南200...,—99~227平米,霸州,,"
					
					国蕴城一区
						",霸州,"
							,10000,元/㎡(单价),
							
						",,三居/四居,https:http://hbbz.newhouse.fang.com/loupan/1319201611.htm
西道大何庄(开发区小学西侧),—77~135平米,霸州,,"
					
					漫香郡
						",霸州,"
							,9000,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319198509.htm
东环衡益中学往南500米路西,—81~122平米,霸州,,"
					
					霸州荣盛新城
						",霸州,"
						,价格待定,
					",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319201011.htm
经济开发区泰山路,—80~98平米,霸州,,"
					
					海伦堡悦珑湾
						",霸州,"
							,7800,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319199995.htm
益津北路(中国石化对面),,霸州,,"
					
					霸州碧桂园凤凰星著
						",霸州,"
							,7500,元/㎡(单价),
							
						",,,https:http://hbbz.newhouse.fang.com/loupan/1319201457.htm
堂二里镇九街,—61~125平米,霸州,,"
					
					幸福苑
						",霸州,"
							,4100,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1342135443.htm
[六环以外]霸州开发区长江路与泰山路交叉口向东300米,—85~128平米,霸州,,"
					
					隆基泰和·观棠上境
						",霸州,"
							,8000,元/㎡(单价),
							
						",,二居/三居,https:http://hbbz.newhouse.fang.com/loupan/1319200415.htm
华夏大道中段路南,—115~142平米,夏邑,,"
					
					明珠·花语城
						",城关镇,"
							,5600,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127781.htm
长寿大道与南环西路交汇处,—110~136平米,夏邑,,"
					
					帝皇时代名城三期
						",城关镇,"
							,4200,元/㎡(单价),
							
						",,三居/四居,https:http://xiayi.newhouse.fang.com/loupan/2551127797.htm
振兴大道与创业路交汇处,—76~111平米,夏邑,,"
					
					夏邑·金樽府
						",城关镇,"
							,4500,元/㎡(单价),
							
						",,三居,https:http://xiayi.newhouse.fang.com/loupan/2551127787.htm
崔庄转盘北300米路西,,夏邑,,"
					
					夏邑建业幸福里
						",城关镇,"
							,6600,元/㎡(单价),
							
						",,,https:http://xiayi.newhouse.fang.com/loupan/2551127801.htm
振兴大道与长寿大道交汇处,,夏邑,,"
					
					信德长寿一号
						",夏邑县,"
						,价格待定,
					",,,https:http://xiayi.newhouse.fang.com/loupan/2523200205.htm
第七小学西100米,—95~147平米,舞钢,,"
					
					舞钢悦山府
						",舞钢,"
							,4600,元/㎡(单价),
							
						",,三居/四居,https:http://wg.newhouse.fang.com/loupan/2513114577.htm
新城区市政府东500米,—130~165平米,舞钢,,"
					
					舞钢建业·通和府
						",舞钢,"
							,5800,元/㎡(单价),
							
						",,三居/四居,https:http://wg.newhouse.fang.com/loupan/2513114475.htm
钢城路与铁山大道交叉口东300米路北,,舞钢,,"
					
					舞钢天福九熙府
						",舞钢,"
						,价格待定,
					",,,https:http://wg.newhouse.fang.com/loupan/2513114579.htm
舞钢市钢城路与铁山大道交叉口南侧(原...,,舞钢,,"
					
					融鹰·垭都水郡
						",舞钢,"
							,4000,元/㎡(单价),
							
						",,,https:http://wg.newhouse.fang.com/loupan/2513113529.htm
朱兰大道园林局东500米路南,—112~137平米,舞钢,,"
					
					匠造玉园
						",舞钢,"
						,价格待定,
					",,三居/四居,https:http://wg.newhouse.fang.com/loupan/2513114575.htm
舞钢支鼓山路建业小哈佛幼儿园东侧,,舞钢,,"
					
					建业·森林半岛四期云熙府
						",舞钢,"
						,价格待定,
					",,,https:http://wg.newhouse.fang.com/loupan/2513113525.htm
朱兰新汽车站南,—128~138平米,舞钢,,"
					
					和创百督府
						",舞钢,"
						,价格待定,
					",,三居/四居,https:http://wg.newhouse.fang.com/loupan/2513114517.htm
舞钢市一马路北段,,舞钢,,"
					
					三和园
						",舞钢,"
						,价格待定,
					",,,https:http://wg.newhouse.fang.com/loupan/2513113527.htm
舞钢钢城路与龙泉路交会处东300米,,舞钢,,"
					
					御景山水
						",舞钢,"
							,4500,元/㎡(单价),
							
						",,,https:http://wg.newhouse.fang.com/loupan/2513113461.htm
湖滨大道东段马庄龙城社区前,—96~116平米,舞钢,,"
					
					福田湛鱼台
						",舞钢,"
							,4500,元/㎡(单价),
							
						",,三居,https:http://wg.newhouse.fang.com/loupan/2513114581.htm
开源路南段马庄转盘东南角,—45~111平米,舞钢,,"
					
					开源国际城
						",舞钢,"
						,价格待定,
					",,一居/三居,https:http://wg.newhouse.fang.com/loupan/2550834191.htm
临河区曙光街与水源路交汇处以东300...,—117~157平米,巴彦淖尔,,"
					
					富源·幸福里
						",临河区,"
							,5700,元/㎡(单价),
							
						",,三居/四居,https:http://byne.newhouse.fang.com/loupan/1519144423.htm
巴彦淖尔市临河区五一街与银河路交汇处,—138~198平米,巴彦淖尔,,"
					
					富源·壹号院
						",临河区,"
							,7200,元/㎡(单价),
							
						",,三居/四居,https:http://byne.newhouse.fang.com/loupan/1519144445.htm
临河区河套大街工人文化宫东50米,—85~140平米,巴彦淖尔,,"
					
					临河碧桂园
						",临河区,"
							,5700,元/㎡(单价),
							
						",,二居/三居,https:http://byne.newhouse.fang.com/loupan/1519144407.htm
"临河区规划支路以东,乌兰路以西,长春...",—61~145平米,巴彦淖尔,,"
					
					兴盛国际花园
						",临河区,"
							,7100,元/㎡(单价),
							
						",,二居/三居,https:http://byne.newhouse.fang.com/loupan/1519757577.htm
巴彦淖尔市临河区汇丰街道鸿臣云锦世家,—96~141平米,巴彦淖尔,,"
					
					云锦世家
						",临河区,"
							,6400,元/㎡(单价),
							
						",,二居/三居,https:http://byne.newhouse.fang.com/loupan/1519144441.htm
巴彦淖尔市临河区新华西街政务中心西侧,—136~158平米,巴彦淖尔,,"
					
					奥林国际
						",临河区,"
							,6500,元/㎡(单价),
							
						",,三居,https:http://byne.newhouse.fang.com/loupan/1519757815.htm
胜利北路临河区法院执行局对面,—100~142平米,巴彦淖尔,,"
					
					万尚城
						",临河区,"
							,4500,元/㎡(单价),
							
						",,二居/三居,https:http://byne.newhouse.fang.com/loupan/1519144405.htm
